Words,HomoDensity,Num-Neighbors,Freq-Neighbors
风景区,1,0,0
轰然,1,9,35862
千米,1,9,1907
橡皮泥,1,0,0
反射镜,1,0,0
钻井工,1,0,0
诗朗诵,1,0,0
公办,1,37,41656
建起,1,7,2900
线缆,1,8,10413
座上客,1,0,0
奇瓦瓦,1,0,0
毛笔,1,5,892
睦邻友好,1,0,0
三十九,1,1,47
修身养性,1,0,0
衍生物,1,0,0
贴现,1,13,28637
车况,1,13,4796
彼时,1,20,22048
长年累月,1,0,0
同心圆,1,0,0
保皇党,1,0,0
探矿,1,7,2502
震源,1,17,6055
珊瑚岛,1,0,0
点拨,1,5,5702
商业界,1,0,0
上纲上线,1,0,0
金浦,1,4,15945
手术钳,1,1,76
十五分,1,0,0
假性,1,21,5957
海泡石,1,0,0
抢滩,1,2,1193
初二,1,27,27773
爬格子,1,0,0
弯子,1,33,15488
幽门,1,18,5964
辐射能,1,0,0
浓眉,1,4,4266
统计局,1,1,50
煤车,1,6,2580
"忠义, 钟意",2,34,12398
他日,1,5,4817
脸盆,1,5,422
氢氧化铵,1,0,0
"理查德, 里查德, 理查得, 李查德",4,0,0
五六十,1,0,0
阿拉木图,1,0,0
地震学,1,0,0
地震仪,1,0,0
烘托,1,3,244
待产,1,11,10878
顾名思义,1,0,0
管乐器,1,0,0
扫雷,1,3,701
政治局,1,0,0
"记要, 纪要",2,35,59425
帽舌,1,2,94
"眉睫, 梅杰",2,18,4001
嗷嗷叫,1,0,0
摆开,1,12,10989
发蜡,1,9,4817
胶泥,1,14,2593
迁出,1,16,3805
购进,1,19,13433
星团,1,7,5790
捶打,1,2,118
农牧,1,17,8451
黎巴嫩人,1,0,0
三点三十,1,0,0
长工,1,17,12585
校验,1,18,10474
命相,1,25,12502
挑逗性,1,1,118
启蒙运动,1,0,0
一根根,1,0,0
公用电话亭,1,0,0
密封圈,1,0,0
大胜,1,43,15871
独立国家,1,0,0
公开信,1,1,63
排遣,1,5,434
颓丧,1,1,56
凑足,1,4,1098
零花,1,9,1152
俊杰,1,8,2265
秉公,1,9,3402
行李车,1,1,112
年金,1,15,6834
百褶裙,1,0,0
平民化,1,0,0
节能灯,1,0,0
年间,1,9,44232
银狐,1,6,3714
愁云,1,3,307
鱼死网破,1,0,0
孔明灯,1,0,0
时人,1,43,38247
美编,1,20,10134
酸乳,1,1,213
就里,1,22,77137
反唇相讥,1,0,0
祖业,1,15,4695
民警,1,6,1299
荷兰人,1,0,0
晴雨表,1,0,0
为人师表,1,0,0
油气,1,30,12363
康庄大道,1,0,0
论及,1,25,7158
白鹳,1,8,3796
赶场,1,11,4923
两亿五千万,1,0,0
窝火,1,9,15690
守恒,1,9,1965
法理,1,21,27457
年检,1,4,389
普遍性,1,0,0
收市,1,58,45050
一系列,1,0,0
芝麻油,1,0,0
策应,1,15,6285
古籍,1,20,10722
罗经,1,8,7567
浑然天成,1,0,0
灰白色,1,0,0
内景,1,8,3694
居功,1,11,1335
黄麻,1,3,392
肺泡,1,14,4015
有感,1,12,11106
索桥,1,5,430
车床,1,9,1157
龃龉,1,10,2457
遥测,1,6,631
谷口,1,11,2541
交媾,1,24,9776
信任投票,1,0,0
高论,1,18,19655
腻烦,1,3,703
金山,1,9,25491
安全阀,1,1,152
报国,1,15,6078
输油管线,1,0,0
远游,1,11,6104
主婚人,1,0,0
蓖麻油,1,0,0
鸭绒,1,9,1360
屋门,1,16,5535
凝集,1,21,8250
盘腿,1,0,0
一蹴而就,1,0,0
提货单,1,0,0
笔帽,1,16,14213
备件,1,39,40942
白兰地酒,1,0,0
工位,1,48,102650
迷魂药,1,0,0
病榻,1,10,1301
舢板,1,7,1283
拐棍,1,1,161
路经,1,15,4055
螺旋藻,1,1,46
喜马拉雅山脉,1,0,0
尔后,1,10,10010
八二分,1,0,0
三叶虫,1,0,0
窗沿,1,15,2914
小巧玲珑,1,0,0
铁青,1,5,549
"罗姗, 罗珊, 罗山",3,4,334
尼克松,1,0,0
禁欲主义,1,0,0
条规,1,5,1629
和事老,1,0,0
生存权,1,0,0
祖籍,1,17,10260
大有益处,1,0,0
隔日,1,13,3626
正大,1,30,28351
捶背,1,9,1355
文质彬彬,1,0,0
不得人心,1,0,0
君主立宪,1,0,0
苗子,1,52,87405
多元,1,21,7177
缝衣针,1,0,0
"格兰仕, 格兰市",2,0,0
电子学,1,0,0
讲演稿,1,0,0
村野,1,5,431
盐碱,1,5,463
安全壳,1,1,152
闰年,1,3,2569
"黄粱一梦, 黄梁一梦",2,0,0
球部,1,27,12364
相商,1,20,7883
思忖,1,6,2700
十七日,1,0,0
细嫩,1,7,1902
风尘仆仆,1,0,0
毛竹,1,3,197
何乐不为,1,0,0
"计年, 纪年",2,12,7833
宁安,1,2,674
硬脂酸,1,0,0
二十三日,1,0,0
"长啸, 长效",2,24,18366
泻湖,1,2,259
豆制品,1,1,77
"古博, 古柏",2,11,2768
后藏,1,9,4217
唏嘘,1,16,4099
眼尖,1,16,10284
"西格, 希格, 西葛",3,17,5649
铸件,1,40,48614
翼手龙,1,0,0
芬兰人,1,0,0
席次,1,8,3122
三点十五,1,0,0
全日,1,18,10398
新官上任三把火,1,0,0
消费群,1,0,0
洋槐,1,6,619
檀香木,1,0,0
"服帖, 伏贴",2,3,1116
球蛋白,1,0,0
先声夺人,1,0,0
沙船,1,8,4824
一千四百万,1,0,0
恒定,1,6,10759
溜号,1,7,789
引文,1,10,5745
嚓嚓,1,1,170
电气化,1,0,0
南安普顿,1,0,0
市场占有率,1,0,0
看家狗,1,0,0
谁料,1,7,1521
沧海桑田,1,0,0
满腹牢骚,1,0,0
掌门人,1,0,0
饯行,1,34,20694
鞍子,1,34,21901
扁柏,1,4,831
国宝级,1,0,0
声言,1,26,22144
制表,1,14,12068
蛟龙,1,15,2805
烽火,1,19,18168
涓涓,1,0,0
天象,1,28,12275
德累斯顿,1,0,0
取长补短,1,0,0
放热,1,18,12225
报喜,1,5,3663
运筹帷幄,1,0,0
诚如,1,16,16872
九宫,1,11,5938
五十秒,1,0,0
较真儿,1,0,0
诵经,1,9,2580
第五十九,1,0,0
"鼻炎, 鼻癌",2,13,4738
"异心, 易欣",2,28,27156
严令禁止,1,0,0
空阔,1,8,4168
文明人,1,0,0
该奖,1,5,8510
身心交瘁,1,0,0
推想,1,14,3899
长期性,1,0,0
收效,1,21,8832
向钱看,1,0,0
报丧,1,4,936
"帕丽斯, 帕利斯, 帕莉丝, 帕丽丝",4,0,0
恰如,1,4,1211
见习生,1,0,0
轴距,1,4,1618
吞服,1,13,12950
龟缩,1,8,918
输电线,1,0,0
如故,1,12,1851
必读,1,15,3817
刚强,1,7,8807
二十七秒,1,0,0
盛情难却,1,0,0
农业局,1,0,0
乙肝,1,4,53238
生产厂,1,0,0
卢顿,1,4,847
笔端,1,4,776
观后感,1,0,0
蒸发器,1,0,0
南站,1,18,11480
"米利亚姆, 米莉亚姆, 米丽娅姆, 米丽亚姆",4,0,0
通顺,1,13,9798
勇夺,1,4,977
折合,1,23,17113
毛巾架,1,0,0
冬至,1,16,4587
尼龙绳,1,0,0
爱国志士,1,0,0
煤油灯,1,0,0
功利主义,1,0,0
招降,1,6,1248
派员,1,15,5885
此文,1,7,2744
东湖,1,4,284
金阳,1,14,3909
诨名,1,19,11874
布鞋,1,26,27877
稳定剂,1,0,0
态势,1,72,152003
无上光荣,1,0,0
编组,1,5,394
踌躇不前,1,0,0
玉米糊,1,0,0
偷闲,1,7,1164
喉音,1,6,8337
峰峦,1,12,7162
鲣鸟,1,8,1794
必修,1,10,21953
鱼尾,1,12,4000
听而不闻,1,0,0
硬座,1,28,11713
假想敌,1,0,0
"拼杀, 拚杀",2,5,1319
精肉,1,22,14759
电热,1,16,25746
马约,1,9,5534
金鱼缸,1,0,0
误事,1,78,148748
经济体,1,0,0
验钞机,1,0,0
古生物,1,0,0
滂沱,1,0,0
适逢,1,20,45205
少男少女,1,0,0
"微机, 威基",2,15,8616
主凶,1,8,5268
桥面,1,14,3928
口译,1,27,14192
换季,1,26,11082
残月,1,9,1513
概略,1,5,1476
始发,1,7,1678
滴眼药,1,0,0
七彩,1,8,9734
百慕大群岛,1,0,0
读本,1,12,4978
朝政,1,15,3156
"气呼呼, 气乎乎",2,0,0
冷菜,1,12,5562
和局,1,23,6659
歪歪扭扭,1,0,0
铁质,1,6,5540
引证,1,19,13394
白净,1,18,4696
鼻翼,1,32,21973
"里奇, 李其, 李奇, 理奇",4,16,5839
古训,1,13,3586
熟读,1,4,583
势能,1,25,54995
因故,1,15,66425
采撷,1,14,3850
审判官,1,0,0
罐内,1,8,885
工业界,1,0,0
选材,1,7,8720
"伯利, 柏利, 柏丽, 薄利",4,39,21779
歌舞团,1,0,0
分忧,1,18,15247
历史感,1,0,0
义愤填膺,1,0,0
儿孙满堂,1,0,0
轰鸣声,1,0,0
软体动物,1,0,0
天真烂漫,1,0,0
夜叉,1,6,982
一往直前,1,0,0
场场,1,8,2424
高丽参,1,0,0
抗菌素,1,0,0
年轻化,1,0,0
雨布,1,23,9270
北站,1,7,3726
春分,1,8,1058
精神抖擞,1,0,0
褒贬,1,2,648
"金伯利, 金伯丽, 金勃莉",3,0,0
纂,1,261,6566921
朵儿,1,0,0
违法乱纪,1,0,0
调节剂,1,0,0
笑容可掬,1,0,0
值日,1,25,11170
啧啧声,1,0,0
护耳,1,6,1107
平分秋色,1,0,0
接轨,1,7,2593
禁脔,1,13,16680
斋期,1,3,1175
将心比心,1,0,0
豁达,1,7,5233
后舱,1,6,424
编录,1,18,5650
泊位,1,20,9962
白雪皑皑,1,0,0
"达利, 达莉, 达丽, 达力",4,38,20768
锦旗,1,7,2880
季军,1,16,3480
接点,1,25,29731
明日黄花,1,0,0
劳损,1,2,135
登堂入室,1,0,0
表演队,1,1,38
乐不思蜀,1,0,0
阳春面,1,0,0
簿记员,1,0,0
说头,1,31,7549
飞跑,1,6,2134
倾巢出动,1,0,0
"艾柏, 艾伯, 爱博, 爱伯",4,7,3591
津津有味,1,0,0
惺忪,1,5,2755
切入口,1,0,0
他处,1,5,2221
花大姐,1,0,0
整除,1,11,1679
"露丝, 露斯, 路斯, 鹭鸶",4,11,22323
刊印,1,1,208
盛举,1,4,427
含含糊糊,1,0,0
贤明,1,19,3479
寡言少语,1,0,0
诊疗室,1,0,0
蜡纸,1,10,7664
该省,1,1,7905
敌营,1,2,2077
繁体,1,13,4472
缘何,1,27,19459
眨巴,1,5,4593
贴边,1,9,7113
诊断书,1,0,0
神汉,1,13,8281
一望无垠,1,0,0
邯郸学步,1,0,0
收效甚微,1,0,0
近旁,1,12,16527
雅量,1,10,2375
不足为怪,1,0,0
刀光剑影,1,0,0
楼板,1,9,881
线衣,1,19,23685
巧遇,1,13,1919
酸疼,1,0,0
无助于,1,0,0
增刊,1,4,1212
向心,1,26,8690
先遣,1,9,1285
乳齿,1,2,249
上朝,1,14,4138
享有盛誉,1,0,0
"慕名, 牧铭",2,24,15480
新馆,1,22,10126
短装,1,9,3159
着风,1,0,0
妖娆,1,2,5297
人化,1,26,14808
龙王,1,6,2409
己方,1,10,3641
调取,1,9,1192
橡皮船,1,0,0
金环,1,11,3636
歌本,1,9,15091
多伦,1,8,862
尿频,1,2,820
特别奖,1,0,0
戒严法,1,0,0
收盘,1,11,4403
排字,1,16,8608
夹攻,1,16,12370
以偏概全,1,0,0
兴旺发达,1,0,0
三等奖,1,0,0
大师傅,1,0,0
食不果腹,1,0,0
青云直上,1,0,0
硬挺,1,1,49
想不开,1,0,0
义愤,1,34,26364
大溜,1,21,24984
借火,1,14,5142
对等,1,9,5965
下移,1,22,16414
三者,1,5,755
一飞冲天,1,0,0
稳稳地,1,0,0
律令,1,5,4473
皑皑,1,0,0
"生生, 声声",2,37,102107
润泽,1,5,4454
"艾丽卡, 爱丽卡, 艾莉卡, 艾利卡",4,0,0
品学兼优,1,0,0
文体,1,13,3996
晚起,1,8,4913
石雕,1,19,38225
蒸馏器,1,0,0
屈才,1,11,10636
四五年,1,0,0
稿纸,1,11,6399
排他性,1,0,0
单刀,1,10,15367
常见于,1,0,0
详详细细,1,0,0
铁桶,1,7,6670
鞋帽,1,12,5370
板牙,1,4,306
诞辰,1,7,809
小剧场,1,0,0
溴化物,1,0,0
望子成龙,1,0,0
抹脖子,1,0,0
"路易, 露意, 陆易, 露易",4,63,50211
"洋琴, 扬琴",2,7,684
闹革命,1,0,0
满目疮痍,1,0,0
朝夕,1,9,11806
祖坟,1,6,1977
至关紧要,1,0,0
故态复萌,1,0,0
湿淋淋,1,0,0
毅然决然,1,0,0
期终,1,10,22357
常量,1,25,8949
雪花膏,1,0,0
方队,1,18,15723
奋发图强,1,0,0
"大谷, 大鼓",2,28,9851
求全,1,16,14158
拜神,1,3,128
参差不齐,1,0,0
穿刺术,1,0,0
胯骨,1,6,4287
嗲声嗲气,1,0,0
存取,1,7,860
堂上,1,10,5135
"巴勃, 巴伯, 芭柏, 巴柏",4,7,2505
金昌,1,5,25185
算不得,1,2,397
新法,1,21,15372
知足常乐,1,0,0
总罢工,1,0,0
蒙汗药,1,0,0
硼酸,1,4,183
烧窑,1,4,1157
小康,1,12,10837
通明,1,23,15314
丧身,1,17,3073
九十八,1,0,0
囫囵,1,9,1750
凄厉,1,31,12041
摆手,1,17,6672
大抵,1,27,18537
生趣,1,25,39106
准绳,1,3,799
大暴雨,1,0,0
父老乡亲,1,0,0
"杰丝, 杰斯, 杰思, 洁丝",4,18,8620
九八点六,1,0,0
十二点一,1,0,0
冒雨,1,16,4302
方巾,1,15,2628
投石问路,1,0,0
"艾玛, 爱玛, 艾马, 爱马",4,12,9915
常务,1,33,12426
比邻,1,9,2447
高分子,1,0,0
牛皮纸,1,0,0
乙巳,1,8,11444
贼人,1,26,34181
空中楼阁,1,0,0
人头攒动,1,0,0
万人空巷,1,0,0
时年,1,19,4859
歃血为盟,1,0,0
暗访,1,7,1509
推陈出新,1,0,0
青红皂白,1,0,0
日积月累,1,0,0
夏至,1,47,39571
梗概,1,2,663
菩提树,1,0,0
防疫,1,40,23422
可可油,1,0,0
后爹,1,4,326
傻瓜相机,1,0,0
伊豆,1,48,121309
锦囊,1,1,2126
车铃,1,13,3193
卷尾猴,1,0,0
庶民,1,12,2663
灰鼠,1,10,2370
"托福, 托弗, 托佛",3,22,14303
怕生,1,20,4361
万古,1,6,4287
开发部,1,0,0
客舱,1,7,1000
一锅端,1,0,0
"伊莉莎, 依莉莎, 伊丽莎, 伊利莎",4,0,0
非法所得,1,0,0
涵养,1,5,1035
洋酒,1,8,3029
漆皮,1,4,219
教条主义,1,0,0
邻座,1,7,4225
此消彼长,1,0,0
头数,1,23,21327
毫无例外,1,0,0
洲际导弹,1,0,0
凡尔,1,3,641
侵略军,1,0,0
北国,1,5,12859
石柱,1,48,74266
茶余饭后,1,0,0
俯卧,1,9,2709
"猎获, 劣货",2,19,3087
洒脱,1,4,2155
不适感,1,0,0
毛布,1,21,11485
超低温,1,0,0
同案犯,1,0,0
古典文学,1,0,0
马掌,1,11,3091
竹杠,1,3,456
忙里偷闲,1,0,0
安之若素,1,0,0
浓香,1,10,875
煞白,1,3,482
评议,1,43,25484
半山腰,1,0,0
小舟,1,16,12347
万全之策,1,0,0
受难者,1,1,2288
选派,1,6,1094
入库,1,9,1972
掌声雷动,1,0,0
后话,1,38,43201
赛格,1,9,1875
歉收,1,4,520
参谋部,1,0,0
分类法,1,0,0
进关,1,20,4032
暴殄天物,1,0,0
排忧解难,1,0,0
电价,1,28,28708
急中生智,1,0,0
奇正,1,20,13532
庄稼汉,1,0,0
授职,1,23,5422
"莫林, 莫琳, 墨林, 默林",4,7,2169
刷洗,1,10,5987
眉目传情,1,0,0
琴弓,1,15,12258
自讨没趣,1,0,0
外挂,1,11,7386
信息量,1,0,0
三十五万,1,0,0
凶宅,1,4,393
陈列柜,1,0,0
四十分,1,0,0
反共,1,14,9993
狂傲,1,5,592
脍炙人口,1,0,0
老大爷,1,0,0
修筑,1,9,5223
钓饵,1,7,974
混合器,1,1,60
史料,1,7,5022
通称,1,9,4367
无日,1,26,8830
产值,1,8,5665
何须,1,12,2010
"反诘, 反劫",2,18,4814
大大方方,1,0,0
传略,1,4,1304
凡尔赛宫,1,0,0
电讯报,1,0,0
姜汤,1,3,2613
俄罗斯人,1,0,0
张弓,1,12,1680
可燃性,1,1,794
避让,1,12,8030
电力线,1,1,151
书脊,1,12,1046
拍击,1,33,13756
明矾,1,17,35587
韧劲,1,26,33188
斜角,1,6,705
反射面,1,0,0
泥塘,1,4,384
百分之二百,1,0,0
招待券,1,1,145
写明,1,12,2388
"珍妮弗, 珍妮芙, 珍尼佛, 珍尼福",4,0,0
万丈深渊,1,0,0
蒙罗维亚,1,0,0
联运,1,11,10641
咸蛋,1,14,10898
铺张浪费,1,0,0
近些年,1,0,0
家乡话,1,0,0
相见恨晚,1,0,0
来美,1,7,5406
肝素,1,26,8054
股民,1,8,2102
九零,1,6,441
枪身,1,20,4508
梦遗,1,5,1601
舌战,1,5,329
火钳,1,15,14240
假道学,1,0,0
排烟,1,3,164
幻景,1,15,6116
通讯兵,1,0,0
可可茶,1,0,0
蝰蛇,1,2,277
呐喊助威,1,0,0
教书育人,1,0,0
存疑,1,8,4812
混事,1,76,146874
就学,1,15,8927
密令,1,9,9620
要账,1,18,6731
轻骑兵,1,0,0
悔过自新,1,1,122
屋脊,1,38,14265
中天,1,25,38463
惊雷,1,13,10238
股骨头,1,0,0
舞文弄墨,1,0,0
首航,1,13,1976
衣箱,1,18,46303
囊中羞涩,1,0,0
军政府,1,1,98
作鸟兽散,1,0,0
百分之一千,1,0,0
横加指责,1,0,0
陪客,1,15,5492
寻衅,1,7,1539
路轨,1,11,3570
不冷不热,1,0,0
飞行日,1,2,104
同谋犯,1,0,0
第二十九,1,0,0
人丛,1,17,9849
冬去春来,1,0,0
儿童剧,1,0,0
制造家,1,1,129
扒窃,1,1,101
一路货,1,0,0
制度化,1,0,0
败阵,1,8,1728
地久天长,1,0,0
大葱,1,21,24984
玩味,1,26,16437
一间间,1,0,0
案头,1,26,6095
打地铺,1,0,0
荣辱与共,1,0,0
春情,1,15,3985
"凯蒂, 凯地, 凯帝",3,14,4259
天候,1,23,17311
冥顽,1,16,29201
揭幕式,1,1,86
比较文学,1,0,0
银婚,1,7,9410
忘性,1,16,6886
显影,1,2,733
出巡,1,20,26987
最新型,1,0,0
园艺家,1,0,0
"艾琦, 艾齐, 艾奇, 艾琪",4,18,6292
美味可口,1,0,0
文坛,1,8,9928
扼要,1,20,23327
汤锅,1,0,0
罗城,1,16,8943
邪道,1,34,43992
哀叫,1,8,3319
雏鸡,1,17,11086
围猎,1,20,4135
球网,1,7,1811
落地窗,1,0,0
修修补补,1,0,0
余音,1,18,11355
颠沛流离,1,0,0
婚姻法,1,0,0
罩袍,1,6,724
原配,1,16,5901
根子,1,34,16192
下关,1,16,4629
"黑霉, 黑梅",2,4,2317
茶店,1,13,2155
饵料,1,4,1108
对偶,1,9,6250
潜回,1,24,3872
弟媳,1,23,12823
通讯网,1,0,0
字斟句酌,1,0,0
对门,1,18,5719
拉锯,1,16,6947
名噪一时,1,0,0
一跃而起,1,0,0
粗细,1,8,11547
欺世盗名,1,0,0
积极分子,1,0,0
泰然,1,11,11626
土著居民,1,0,0
求偶,1,4,1192
"佳绩, 家计",2,38,14063
背囊,1,3,224
渔翁,1,10,2209
地动山摇,1,0,0
水灵,1,16,2220
滴管,1,11,2558
卡通画,1,0,0
"罗伯, 罗勃, 罗柏, 罗博",4,5,668
气象卫星,1,0,0
探雷,1,4,332
集散地,1,0,0
火攻,1,17,6026
二十八万,1,0,0
输电网,1,0,0
十分之九,1,0,0
高科技,1,0,0
吊瓶,1,6,6992
演剧,1,23,9788
摩擦力,1,0,0
一叶障目,1,0,0
贼头贼脑,1,0,0
飞虎队,1,0,0
自主性,1,0,0
成人式,1,0,0
二八,1,3,906
孟加拉湾,1,0,0
显性,1,19,6033
蓓蕾,1,5,2605
牧业,1,21,9321
监理,1,27,22234
球风,1,10,1490
"辐照, 福兆",2,17,6356
"帝波, 地波",2,10,47460
报馆,1,9,11315
停薪留职,1,0,0
"玛奇, 马奇, 玛琪, 玛琦",4,7,1411
旖旎,1,3,702
奥斯陆,1,0,0
然则,1,5,2761
厉鬼,1,16,6664
神坛,1,11,10792
快当,1,2,180
潜泳,1,6,2467
一波三折,1,0,0
天道,1,33,220792
黯然神伤,1,0,0
"克莉, 克利, 克力, 克丽",4,45,18510
安全岛,1,1,321
独辟蹊径,1,0,0
商业部,1,0,0
西宫,1,20,4650
拉古纳,1,0,0
处之泰然,1,0,0
神采,1,1,50
工序,1,34,38788
出勤率,1,0,0
象山,1,10,2519
罄竹难书,1,0,0
革命党,1,0,0
哀诉,1,18,3135
泾渭分明,1,0,0
伟岸,1,12,6382
月牙,1,8,1443
运输业,1,0,0
从权,1,16,26784
"珍妮斯, 珍尼斯, 珍妮丝, 珍尼丝",4,1,194
十二月份,1,0,0
形影,1,9,2288
吟咏,1,1,892
组织胺,1,0,0
大片大片,1,0,0
农会,1,13,3969
江西,1,9,45529
卫生院,1,1,50
电表,1,13,16281
磨刀石,1,0,0
太阳城,1,2,140
沉甸甸,1,0,0
上院,1,36,34524
热络,1,23,6571
反射弧,1,0,0
中国话,1,0,0
汽油桶,1,0,0
汗如雨下,1,0,0
笔杆子,1,0,0
逗弄,1,6,625
甘美,1,6,1068
核动力,1,0,0
题字,1,15,10995
顿河,1,15,23291
一千两,1,0,0
工程队,1,0,0
卷笔刀,1,0,0
兆瓦,1,0,0
恢复性,1,0,0
苦口婆心,1,0,0
变异性,1,0,0
沟壑,1,8,2021
拉合尔,1,0,0
贤良,1,8,1000
深灰色,1,0,0
老气横秋,1,0,0
二万六千,1,0,0
"玛格丽, 玛格利, 马格丽, 玛格莉",4,0,0
饭团子,1,0,0
开山,1,21,15228
昭示,1,53,36501
收发员,1,0,0
摆谱,1,0,0
经手人,1,0,0
定稿,1,1,46
川菜,1,8,2264
曲轴,1,6,1861
边缘性,1,0,0
点头哈腰,1,0,0
挤眉弄眼,1,0,0
草体,1,7,1169
亏得,1,3,1649
导读,1,6,1614
陆两,1,5,696
层级,1,19,7886
易燃品,1,0,0
连日来,1,0,0
犁田,1,5,617
一鼻子灰,1,0,0
宫颈癌,1,0,0
野菜,1,7,1108
平添,1,17,18752
受窘,1,5,580
人学,1,20,11103
电力局,1,0,0
焦味,1,38,72251
跃然纸上,1,0,0
腮帮子,1,0,0
水果摊,1,0,0
闲书,1,6,1368
海船,1,9,1202
"攀援, 攀缘",2,16,6626
芝麻酱,1,0,0
减震器,1,0,0
眷恋,1,7,6397
八十六,1,0,0
防雨布,1,0,0
茶盘,1,10,2024
清官,1,21,6888
得意门生,1,0,0
班门弄斧,1,0,0
爽朗,1,0,0
断语,1,16,2562
图鉴,1,25,10360
球坛,1,9,10086
酣睡,1,2,99
通信卫星,1,0,0
灾民,1,3,1391
印刷术,1,0,0
甘当,1,10,4702
海床,1,9,1915
芳龄,1,8,2409
新诗,1,21,9054
查塔姆群岛,1,0,0
玉蜀黍,1,0,0
三千五,1,0,0
左右逢源,1,0,0
看涨,1,15,7777
绒球,1,14,4340
低龄,1,13,2971
"禀赋, 秉赋",2,7,1554
赫特福德郡,1,0,0
金石为开,1,0,0
抢手货,1,0,0
陈货,1,16,2903
泥塑,1,10,2334
切肤之痛,1,0,0
十四万,1,0,0
少部分,1,0,0
前缀,1,16,5809
互助组,1,0,0
治疗仪,1,0,0
倾角,1,11,5522
毁伤,1,4,660
照准,1,4,975
谷氨酸,1,0,0
受凉,1,5,1757
辩才,1,13,7369
水工,1,17,3220
法政,1,15,15237
惊叹号,1,0,0
上等兵,1,0,0
包头,1,33,5246
中档,1,17,5572
代用,1,34,12213
急诊科,1,0,0
重任在肩,1,0,0
冗员,1,14,8989
回天无力,1,0,0
骤变,1,11,3144
粗陋,1,3,450
考生,1,12,5012
南辕北辙,1,0,0
预售,1,5,2714
芸豆,1,3,691
怔住,1,25,20841
灭虫剂,1,0,0
"玉兰, 于蓝",2,18,2817
园长,1,20,5958
专业化,1,0,0
坑洼,1,2,427
"头生, 投生",2,26,13037
师长,1,19,9184
颁奖会,1,0,0
次次,1,15,11957
四面楚歌,1,0,0
从刑,1,29,19852
马表,1,6,1347
出阵,1,27,27896
捅娄子,1,0,0
纠集,1,35,14195
肘关节,1,0,0
纪念邮票,1,0,0
区政府,1,1,98
档案库,1,0,0
九万五千,1,0,0
眼底,1,9,2025
溃退,1,4,1334
渔猎,1,35,17947
网卡,1,3,329
国泰,1,11,5776
"菲利斯, 菲力斯, 菲利丝, 菲丽斯",4,0,0
圣路易斯市,1,0,0
教学片,1,0,0
任课,1,24,26299
手模,1,9,1583
送报,1,10,1930
侨民,1,13,4849
支吾,1,12,21121
军车,1,17,4799
独立性,1,0,0
木制品,1,1,77
固步自封,1,0,0
家常饭,1,0,0
博士生,1,0,0
赤胆忠心,1,0,0
缩微胶片,1,0,0
节拍器,1,0,0
删去,1,10,19126
创设,1,15,4920
刚正不阿,1,0,0
肾囊,1,1,57
碘化钾,1,0,0
尾数,1,18,8163
而立之年,1,0,0
美其名曰,1,0,0
拔草,1,1,45
巍然,1,16,9473
铿锵有力,1,0,0
一概而论,1,0,0
福地,1,24,7809
勤工俭学,1,0,0
拉各斯,1,0,0
倡议者,1,0,0
泪痕,1,2,987
历史剧,1,1,88
引力场,1,0,0
免收,1,3,170
暴力团,1,0,0
王侯,1,6,905
静听,1,10,2764
接骨,1,11,2932
外强中干,1,0,0
魔高一丈,1,0,0
媒婆,1,7,1611
肋膜,1,6,3020
主任医师,1,0,0
社会化,1,0,0
怒放,1,4,2179
同床异梦,1,0,0
一统天下,1,0,0
冷敷,1,2,100
塔夫绸,1,0,0
三洋,1,11,1345
近距,1,30,23211
窄小,1,4,760
新锐,1,22,5432
自由民主党,1,0,0
大逆不道,1,0,0
沉底,1,4,278
胸膜,1,7,785
风洞,1,37,9333
核电,1,27,10050
电泳,1,9,12021
歇手,1,32,16872
井筒,1,6,11926
进深,1,27,4857
互信,1,15,5680
一百亿,1,1,590
沉郁,1,10,2086
紫水晶,1,0,0
儿马,1,9,26913
偏重,1,15,6692
甲状腺素,1,0,0
六十七,1,0,0
调焦,1,8,1438
清明,1,30,15269
红糖,1,4,388
光面,1,18,6353
昏沉,1,12,1740
一颦一笑,1,0,0
大有裨益,1,0,0
何来,1,24,39802
招安,1,3,1195
"惊惧, 京剧",2,32,19697
基色,1,37,30476
批判性,1,0,0
格律,1,11,3349
硝酸银,1,0,0
妖气,1,20,12188
粉状,1,4,594
终审,1,7,2273
鼎力相助,1,0,0
石壁,1,46,78042
遭难,1,6,2069
从无到有,1,0,0
豆油,1,10,5089
危殆,1,23,8738
泄恨,1,12,53203
广角镜头,1,0,0
故事片,1,0,0
定势,1,81,148254
钢圈,1,4,6568
宣传牌,1,0,0
"冬华, 东华",2,6,463
铜矿,1,13,24395
垂体,1,12,3974
锋线,1,31,33506
"雌蜂, 词锋",2,8,715
调查会,1,0,0
泥水匠,1,0,0
黑痣,1,20,7612
相映成辉,1,0,0
紧凑型,1,0,0
一言九鼎,1,0,0
明码,1,11,6884
真空管,1,0,0
独揽,1,11,4384
串通一气,1,0,0
赚头,1,25,5821
遮风挡雨,1,0,0
某年,1,5,2231
戏言,1,10,2719
文明史,1,0,0
续签,1,4,473
分光仪,1,0,0
赏月,1,8,1001
候教,1,21,11785
结晶体,1,0,0
碾压,1,4,752
四十二,1,1,61
侧线,1,22,8035
婚配,1,13,1426
白开水,1,0,0
该书,1,4,404
中看,1,16,4519
香米,1,9,4128
羞耻感,1,0,0
来件,1,24,17008
并进,1,25,13569
奸计,1,37,12787
行家里手,1,0,0
